Species_ID	Gene_ID	Group	Annotation	Main_catalytic_domain_(Pssm-ID)	Additional_domains_(Pssm-ID)	Notes
Cari	EVM0025846.1	Sox	Sox-C	High_mobility_group_box_C_(438838)	N/A	-
Cflu	DN126276.c0.g1.i1.p1	Sox	Sox-C	High_mobility_group_box_C_(438838)	N/A	-
Cgig	XP_011445203.1	Sox	Sox-C	High_mobility_group_box_C_(438838)	N/A	-
Cpli	DN19112.c0.g1.i1.p1	Sox	Sox-C	High_mobility_group_box_C_(438838)	N/A	-
Csin	Hic.asm.11.1009	Sox	Sox-C	High_mobility_group_box_C_(438838)	N/A	-
Cvir	XP_022317619.1	Sox	Sox-C	High_mobility_group_box_C_(438838)	N/A	-
Dpol	XP_052257395.1	Sox	Sox-C	High_mobility_group_box_C_(438838)	N/A	-
Gaeg	XP_041358324.1	Sox	Sox-C	High_mobility_group_box_C_(438838)	N/A	-
Hbia	M00000037669	Sox	Sox-C	High_mobility_group_box_C_(438838)	N/A	-
Hruf	XP_046365064.1	Sox	Sox-C	High_mobility_group_box_C_(438838)	N/A	-
Lorb	DN14941.c0.g1.i1.p1	Sox	Sox-C	High_mobility_group_box_C_(438838)	N/A	-
Mare	XP_052777703.1	Sox	Sox-C	High_mobility_group_box_C_(438838)	N/A	-
Mcal	XP_052087802.1	Sox	Sox-C	High_mobility_group_box_C_(438838)	N/A	-
Mchi	DN44798.c0.g4.i1.p1	Sox	Sox-C	High_mobility_group_box_C_(438838)	N/A	-
Mcor	CAC5424030.1	Sox	Sox-C	High_mobility_group_box_C_(438838)	N/A	-
Medu	CAG2189937.1	Sox	Sox-C	High_mobility_group_box_C_(438838)	N/A	-
Mgal	VDI41453.1	Sox	Sox-C	High_mobility_group_box_C_(438838)	N/A	-
Mgal	VDI14462.1	Sox	Sox-C	High_mobility_group_box_C_(438838)	N/A	-
Mmar	MMAM00000036315	Sox	Sox-C	High_mobility_group_box_C_(438838)	N/A	-
Mmer	XP_045158937.1	Sox	Sox-C	High_mobility_group_box_C_(438838)	N/A	-
Mmod	DN104308.c0.g1.i1.p1	Sox	Sox-C	High_mobility_group_box_C_(438838)	N/A	-
Mner	g26404.t1	Sox	Sox-C	High_mobility_group_box_C_(438838)	N/A	-
Mphi	scaf.17954.1.5	Sox	Sox-C	High_mobility_group_box_C_(438838)	N/A	-
Oedu	XP_048762549.1	Sox	Sox-C	High_mobility_group_box_C_(438838)	N/A	-
Osin	XP_029654195.1	Sox	Sox-C	High_mobility_group_box_C_(438838)	N/A	-
Pcan	XP_025110204.1	Sox	Sox-C	High_mobility_group_box_C_(438838)	N/A	-
Pcor	DN2429.c2.g1.i2.p1	Sox	Sox-C	High_mobility_group_box_C_(438838)	N/A	-
Pcor	DN929.c2.g1.i1.p1	Sox	Sox-C	High_mobility_group_box_C_(438838)	N/A	-
Pcor	DN2572.c0.g1.i1.p1	Sox	Sox-C	High_mobility_group_box_C_(438838)	N/A	-
Pcor	DN353.c2.g3.i1.p1	Sox	Sox-C	High_mobility_group_box_C_(438838)	N/A	-
Pgen	DN788.c0.g1.i1.p1	Sox	Sox-C	High_mobility_group_box_C_(438838)	N/A	-
Pmar	DN29124.c0.g2.i1.p1	Sox	Sox-C	High_mobility_group_box_C_(438838)	N/A	-
Pmax	XP_033737425.1	Sox	Sox-C	High_mobility_group_box_C_(438838)	N/A	-
Poku	DN71015.c0.g2.i17.p1	Sox	Sox-C	High_mobility_group_box_C_(438838)	N/A	-
Ppur	DN89859.c0.g1.i1.p1	Sox	Sox-C	High_mobility_group_box_C_(438838)	N/A	-
Pstr	KAK3610995.1	Sox	Sox-C	High_mobility_group_box_C_(438838)	N/A	-
Pvir	s00145g243	Sox	Sox-C	High_mobility_group_box_C_(438838)	N/A	-
Pyes	XP_021356242.1	Sox	Sox-C	High_mobility_group_box_C_(438838)	N/A	-
Rdec	DN52924.c0.g1.i1.p1	Sox	Sox-C	High_mobility_group_box_C_(438838)	N/A	-
Rphi	XP_060555827.1	Sox	Sox-C	High_mobility_group_box_C_(438838)	N/A	-
Sbro	EVM0006311.1	Sox	Sox-C	High_mobility_group_box_C_(438838)	N/A	-
Scon	Chr8.1790	Sox	Sox-C	High_mobility_group_box_C_(438838)	N/A	-
Sglo	Sgl000072	Sox	Sox-C	High_mobility_group_box_C_(438838)	N/A	-
Sgra	DN6210.c0.g1.i1.p1	Sox	Sox-C	High_mobility_group_box_C_(438838)	N/A	-
Tgra	KAJ8306264.1	Sox	Sox-C	High_mobility_group_box_C_(438838)	N/A	-
Tgra	KAJ8306266.1	Sox	Sox-C	High_mobility_group_box_C_(438838)	N/A	-
Tsqu	DN11669.c1.g1.i2.p1	Sox	Sox-C	High_mobility_group_box_C_(438838)	N/A	-
Acal	XP_035824396.1	Sox	Sox-D	High_mobility_group_box_(438839)	N/A	-
Airc	Contig290.5.1	Sox	Sox-D	High_mobility_group_box_(438839)	N/A	-
Amar	Ama23921	Sox	Sox-D	High_mobility_group_box_(438839)	N/A	-
Apec	DN1990.c0.g1.i10.p1	Sox	Sox-D	High_mobility_group_box_(438839)	N/A	-
Apur	scaffold.393.10	Sox	Sox-D	High_mobility_group_box_(438839)	N/A	-
Bgla	XP_055899647.1	Sox	Sox-D	High_mobility_group_box_(438839)	N/A	-
Cari	EVM0012405.1	Sox	Sox-D	High_mobility_group_box_(438839)	N/A	-
Cflu	DN124582.c0.g1.i15.p1	Sox	Sox-D	High_mobility_group_box_(438839)	N/A	-
Cgig	XP_011425377.1	Sox	Sox-D	High_mobility_group_box_(438839)	N/A	-
Cpli	DN64448.c0.g1.i1.p1	Sox	Sox-D	High_mobility_group_box_(438839)	N/A	-
Csin	Hic.asm.2.1656	Sox	Sox-D	High_mobility_group_box_(438839)	N/A	-
Csin	Hic.asm.2.1600.2	Sox	Sox-D	High_mobility_group_box_(438839)	N/A	-
Cvir	XP_022302926.1	Sox	Sox-D	High_mobility_group_box_(438839)	N/A	-
Dpol	XP_052213125.1	Sox	Sox-D	High_mobility_group_box_(438839)	N/A	-
Gaeg	XP_041367101.1	Sox	Sox-D	High_mobility_group_box_(438839)	N/A	-
Hbia	M00000014008	Sox	Sox-D	High_mobility_group_box_(438839)	N/A	-
Hruf	XP_046329046.1	Sox	Sox-D	High_mobility_group_box_(438839)	N/A	-
Lorb	DN5537.c0.g2.i3.p1	Sox	Sox-D	High_mobility_group_box_(438839)	N/A	-
Mare	XP_052800695.1	Sox	Sox-D	High_mobility_group_box_(438839)	N/A	-
Mcal	XP_052065962.1	Sox	Sox-D	High_mobility_group_box_(438839)	N/A	-
Mchi	DN38691.c1.g1.i4.p1	Sox	Sox-D	High_mobility_group_box_(438839)	N/A	-
Mcor	CAC5366270.1	Sox	Sox-D	High_mobility_group_box_(438839)	N/A	-
Medu	CAG2197887.1	Sox	Sox-D	High_mobility_group_box_(438839)	N/A	-
Mgal	VDI47525.1	Sox	Sox-D	High_mobility_group_box_(438839)	N/A	-
Mgal	VDI47529.1	Sox	Sox-D	High_mobility_group_box_(438839)	N/A	-
Mgal	VDI47528.1	Sox	Sox-D	High_mobility_group_box_(438839)	N/A	-
Mgal	VDI47527.1	Sox	Sox-D	High_mobility_group_box_(438839)	N/A	-
Mgal	VDI47526.1	Sox	Sox-D	High_mobility_group_box_(438839)	N/A	-
Mgal	VDI47530.1	Sox	Sox-D	High_mobility_group_box_(438839)	N/A	-
Mmar	MMAM00000004319	Sox	Sox-D	High_mobility_group_box_(438839)	N/A	-
Mmer	XP_053384959.1	Sox	Sox-D	High_mobility_group_box_(438839)	N/A	-
Mmod	DN588.c0.g1.i9.p1	Sox	Sox-D	High_mobility_group_box_(438839)	N/A	-
Mner	g103147.t2	Sox	Sox-D	High_mobility_group_box_(438839)	N/A	-
Mphi	scaf.42181.1.3	Sox	Sox-D	High_mobility_group_box_(438839)	N/A	-
Obim	XP_052828391.1	Sox	Sox-D	High_mobility_group_box_(438839)	N/A	-
Oedu	XP_048779633.1	Sox	Sox-D	High_mobility_group_box_(438839)	N/A	-
Osin	XP_029644081.1	Sox	Sox-D	High_mobility_group_box_(438839)	N/A	-
Pcan	XP_025088657.1	Sox	Sox-D	High_mobility_group_box_(438839)	N/A	-
Pcor	DN353.c2.g2.i1.p1	Sox	Sox-D	High_mobility_group_box_(438839)	N/A	-
Pcor	DN1386.c1.g1.i1.p1	Sox	Sox-D	High_mobility_group_box_(438839)	N/A	-
Pcor	DN13571.c0.g1.i4.p1	Sox	Sox-D	High_mobility_group_box_(438839)	N/A	-
Pcor	DN1386.c1.g2.i2.p1	Sox	Sox-D	High_mobility_group_box_(438839)	N/A	-
Pgen	DN24654.c0.g1.i2.p1	Sox	Sox-D	High_mobility_group_box_(438839)	N/A	-
Pmar	DN40112.c0.g1.i4.p1	Sox	Sox-D	High_mobility_group_box_(438839)	N/A	-
Pmax	XP_033751614.1	Sox	Sox-D	High_mobility_group_box_(438839)	N/A	-
Poku	DN371.c18.g4.i1.p1	Sox	Sox-D	High_mobility_group_box_(438839)	N/A	-
Ppur	DN33319.c0.g1.i1.p1	Sox	Sox-D	High_mobility_group_box_(438839)	N/A	-
Pstr	KAK3605548.1	Sox	Sox-D	High_mobility_group_box_(438839)	N/A	-
Pvir	s00219g102	Sox	Sox-D	High_mobility_group_box_(438839)	N/A	-
Pyes	XP_021368061.1	Sox	Sox-D	High_mobility_group_box_(438839)	N/A	-
Rdec	DN8093.c0.g1.i1.p1	Sox	Sox-D	High_mobility_group_box_(438839)	N/A	-
Rphi	XP_060604110.1	Sox	Sox-D	High_mobility_group_box_(438839)	N/A	-
Sbro	EVM0000795.1	Sox	Sox-D	High_mobility_group_box_(438839)	N/A	-
Scon	Chr14.562.1	Sox	Sox-D	High_mobility_group_box_(438839)	N/A	-
Sgra	DN6138.c0.g1.i6.p1	Sox	Sox-D	High_mobility_group_box_(438839)	N/A	-
Tgra	KAJ8298781.1	Sox	Sox-D	High_mobility_group_box_(438839)	N/A	-
Tsqu	DN55031.c0.g1.i1.p1	Sox	Sox-D	High_mobility_group_box_(438839)	N/A	-
Acal	XP_005102100.1	Sox	Sox-E	High_mobility_group_box_E_(438840)	Sox_developmental_protein_N_terminal_(463586;_partial)	-
Airc	Contig52.209	Sox	Sox-E	High_mobility_group_box_E_(438840)	Sox_developmental_protein_N_terminal_(463586;_partial)	-
Amar	Ama01107	Sox	Sox-E	High_mobility_group_box_E_(438840)	Sox_developmental_protein_N_terminal_(463586)	-
Apec	DN4330.c0.g1.i1.p1	Sox	Sox-E	High_mobility_group_box_E_(438840)	Sox_developmental_protein_N_terminal_(463586;_partial)	-
Apur	scaffold.488.7	Sox	Sox-E	High_mobility_group_box_E_(438840)	Sox_developmental_protein_N_terminal_(463586;_partial)	-
Bgla	XP_013091187.2	Sox	Sox-E	High_mobility_group_box_E_(438840)	Sox_developmental_protein_N_terminal_(463586)	-
Cang	XP_052689355.1	Sox	Sox-E	High_mobility_group_box_E_(438840)	Sox_developmental_protein_N_terminal_(463586;_partial)	-
Cari	EVM0005846.1	Sox	Sox-E	High_mobility_group_box_E_(438840)	Sox_developmental_protein_N_terminal_(463586;_partial)	-
Cflu	DN106407.c5.g2.i1.p1	Sox	Sox-E	High_mobility_group_box_E_(438840)	Sox_developmental_protein_N_terminal_(463586)	-
Cgig	NP_001295801.1	Sox	Sox-E	High_mobility_group_box_E_(438840)	Sox_developmental_protein_N_terminal_(463586;_partial)	-
Cpli	DN71393.c0.g2.i1.p1	Sox	Sox-E	High_mobility_group_box_E_(438840)	Sox_developmental_protein_N_terminal_(463586;_partial)	-
Cpli	DN71393.c0.g1.i2.p1	Sox	Sox-E	High_mobility_group_box_E_(438840)	Sox_developmental_protein_N_terminal_(463586)	-
Csin	Hic.asm.0.353	Sox	Sox-E	High_mobility_group_box_E_(438840)	Sox_developmental_protein_N_terminal_(463586)	-
Cvir	XP_022312895.1	Sox	Sox-E	High_mobility_group_box_E_(438840)	Sox_developmental_protein_N_terminal_(463586;_partial)	-
Dpol	XP_052264587.1	Sox	Sox-E	High_mobility_group_box_E_(438840)	Sox_developmental_protein_N_terminal_(463586;_partial)	-
Gaeg	XP_041362638.1	Sox	Sox-E	High_mobility_group_box_E_(438840)	Sox_developmental_protein_N_terminal_(463586)	-
Hbia	M00000012324	Sox	Sox-E	High_mobility_group_box_E_(438840)	Sox_developmental_protein_N_terminal_(463586;_partial)	-
Hbia	M00000012325	Sox	Sox-E	High_mobility_group_box_E_(438840)	Sox_developmental_protein_N_terminal_(463586;_partial)	-
Hruf	XP_046359366.1	Sox	Sox-E	High_mobility_group_box_E_(438840)	Sox_developmental_protein_N_terminal_(463586)	-
Mare	XP_052786944.1	Sox	Sox-E	High_mobility_group_box_E_(438840)	Sox_developmental_protein_N_terminal_(463586;_partial)	-
Mare	XP_052783666.1	Sox	Sox-E	High_mobility_group_box_E_(438840)	Sox_developmental_protein_N_terminal_(463586;_partial)	-
Mcal	XP_052068536.1	Sox	Sox-E	High_mobility_group_box_E_(438840)	Sox_developmental_protein_N_terminal_(463586)	-
Mchi	DN42011.c0.g1.i2.p1	Sox	Sox-E	High_mobility_group_box_E_(438840)	Sox_developmental_protein_N_terminal_(463586)	-
Mcor	CAC5402442.1	Sox	Sox-E	High_mobility_group_box_E_(438840)	Sox_developmental_protein_N_terminal_(463586)	-
Medu	CAG2231021.1	Sox	Sox-E	High_mobility_group_box_E_(438840)	Sox_developmental_protein_N_terminal_(463586)	-
Mgal	VDI82092.1	Sox	Sox-E	High_mobility_group_box_E_(438840)	Sox_developmental_protein_N_terminal_(463586)	-
Mgal	VDI82090.1	Sox	Sox-E	High_mobility_group_box_E_(438840)	Sox_developmental_protein_N_terminal_(463586)	-
Mmar	MMAM00000042410	Sox	Sox-E	High_mobility_group_box_E_(438840)	Sox_developmental_protein_N_terminal_(463586;_partial)	-
Mmer	XP_045213795.1	Sox	Sox-E	High_mobility_group_box_E_(438840)	Sox_developmental_protein_N_terminal_(463586)	-
Mmod	DN78330.c0.g1.i1.p1	Sox	Sox-E	High_mobility_group_box_E_(438840)	Sox_developmental_protein_N_terminal_(463586)	-
Mphi	scaf.25414.0.6	Sox	Sox-E	High_mobility_group_box_E_(438840)	Sox_developmental_protein_N_terminal_(463586)	-
Oedu	XP_056019113.1	Sox	Sox-E	High_mobility_group_box_E_(438840)	Sox_developmental_protein_N_terminal_(463586;_partial)	-
Pcan	XP_025091262.1	Sox	Sox-E	High_mobility_group_box_E_(438840)	Sox_developmental_protein_N_terminal_(463586)	-
Pcor	DN4274.c0.g1.i3.p1	Sox	Sox-E	High_mobility_group_box_E_(438840)	Sox_developmental_protein_N_terminal_(463586;_partial)	-
Pcor	DN96098.c0.g1.i1.p1	Sox	Sox-E	High_mobility_group_box_E_(438840)	Sox_developmental_protein_N_terminal_(463586;_partial)	-
Pcor	DN4274.c0.g3.i1.p1	Sox	Sox-E	High_mobility_group_box_E_(438840)	N/A	-
Pmar	DN30335.c0.g1.i1.p1	Sox	Sox-E	High_mobility_group_box_E_(438840)	Sox_developmental_protein_N_terminal_(463586)	-
Pmax	XP_033739301.1	Sox	Sox-E	High_mobility_group_box_E_(438840)	Sox_developmental_protein_N_terminal_(463586)	-
Poku	DN87807.c0.g1.i7.p1	Sox	Sox-E	High_mobility_group_box_E_(438840)	Sox_developmental_protein_N_terminal_(463586)	-
Ppur	DN46000.c0.g1.i1.p1	Sox	Sox-E	High_mobility_group_box_E_(438840)	Sox_developmental_protein_N_terminal_(463586)	-
Pstr	KAK3600863.1	Sox	Sox-E	High_mobility_group_box_E_(438840)	Sox_developmental_protein_N_terminal_(463586;_partial)	-
Pstr	KAK3610785.1	Sox	Sox-E	High_mobility_group_box_E_(438840)	Sox_developmental_protein_N_terminal_(463586;_partial)	-
Pvir	s136484g74	Sox	Sox-E	High_mobility_group_box_E_(438840)	Sox_developmental_protein_N_terminal_(463586)	-
Pyes	XP_021348843.1	Sox	Sox-E	High_mobility_group_box_E_(438840)	Sox_developmental_protein_N_terminal_(463586;_partial)	-
Rphi	XP_060604697.1	Sox	Sox-E	High_mobility_group_box_E_(438840)	Sox_developmental_protein_N_terminal_(463586)	-
Sbro	EVM0002110.1	Sox	Sox-E	High_mobility_group_box_E_(438840)	Sox_developmental_protein_N_terminal_(463586)	-
Scon	Chr1.75	Sox	Sox-E	High_mobility_group_box_E_(438840)	Sox_developmental_protein_N_terminal_(463586)	-
Sglo	Sgl024297	Sox	Sox-E	High_mobility_group_box_E_(438840)	Sox_developmental_protein_N_terminal_(463586;_partial)	-
Sgra	DN22463.c0.g1.i1.p1	Sox	Sox-E	High_mobility_group_box_E_(438840)	Sox_developmental_protein_N_terminal_(463586)	-
Tgra	KAJ8317914.1	Sox	Sox-E	High_mobility_group_box_E_(438840)	Sox_developmental_protein_N_terminal_(463586;_partial)	-
Tsqu	DN8973.c2.g1.i2.p1	Sox	Sox-E	High_mobility_group_box_E_(438840)	Sox_developmental_protein_N_terminal_(463586)	-
Acal	XP_005107482.1	Sox	Sox-F	High_mobility_group_box_F_(438841)	N/A	-
Airc	Contig80.101	Sox	Sox-F	High_mobility_group_box_F_(438841)	N/A	-
Amar	Ama11616	Sox	Sox-F	High_mobility_group_box_F_(438841)	N/A	-
Apur	scaffold.546.32	Sox	Sox-F	High_mobility_group_box_F_(438841)	N/A	-
Bgla	XP_013074628.2	Sox	Sox-F	High_mobility_group_box_F_(438841)	N/A	-
Cang	XP_052685434.1	Sox	Sox-F	High_mobility_group_box_F_(438841)	N/A	-
Cari	EVM0006823.1	Sox	Sox-F	High_mobility_group_box_F_(438841)	N/A	-
Cflu	DN139006.c0.g1.i1.p1	Sox	Sox-F	High_mobility_group_box_F_(438841)	N/A	-
Cgig	XP_011448074.2	Sox	Sox-F	High_mobility_group_box_F_(438841)	N/A	-
Cpli	DN4414.c0.g1.i1.p1	Sox	Sox-F	High_mobility_group_box_F_(438841)	N/A	-
Csin	Hic.asm.11.549	Sox	Sox-F	High_mobility_group_box_F_(438841)	N/A	-
Cvir	XP_022319962.1	Sox	Sox-F	High_mobility_group_box_F_(438841)	N/A	-
Cvir	XP_022314364.1	Sox	Sox-F	High_mobility_group_box_F_(438841)	N/A	-
Dpol	XP_052274104.1	Sox	Sox-F	High_mobility_group_box_(438820)	N/A	-
Gaeg	XP_041359436.1	Sox	Sox-F	High_mobility_group_box_F_(438841)	N/A	-
Hbia	M00000015459	Sox	Sox-F	High_mobility_group_box_F_(438841)	N/A	-
Hruf	XP_046357912.1	Sox	Sox-F	High_mobility_group_box_F_(438841)	N/A	-
Mare	XP_052774544.1	Sox	Sox-F	High_mobility_group_box_F_(438841)	N/A	-
Mare	XP_052774361.1	Sox	Sox-F	High_mobility_group_box_F_(438841)	N/A	-
Mcal	XP_052061059.1	Sox	Sox-F	High_mobility_group_box_F_(438841)	N/A	-
Mcor	CAC5414609.1	Sox	Sox-F	High_mobility_group_box_F_(438841)	N/A	-
Medu	CAG2242031.1	Sox	Sox-F	High_mobility_group_box_F_(438841)	N/A	-
Medu	CAG2187650.1	Sox	Sox-F	High_mobility_group_box_F_(438841)	N/A	-
Mgal	VDI50271.1	Sox	Sox-F	High_mobility_group_box_F_(438841)	N/A	-
Mgal	VDI50270.1	Sox	Sox-F	High_mobility_group_box_F_(438841)	N/A	-
Mmar	MMAM00000025810	Sox	Sox-F	High_mobility_group_box_F_(438841)	N/A	-
Mmer	XP_053395054.1	Sox	Sox-F	High_mobility_group_box_F_(438841)	N/A	-
Mmod	DN80495.c0.g1.i1.p1	Sox	Sox-F	High_mobility_group_box_F_(438841)	N/A	-
Mner	g115494.t1	Sox	Sox-F	High_mobility_group_box_F_(438841)	N/A	-
Mphi	scaf.61114.0.13	Sox	Sox-F	High_mobility_group_box_F_(438841)	N/A	-
Obim	XP_052825684.1	Sox	Sox-F	High_mobility_group_box_F_(438841)	N/A	-
Oedu	XP_048764319.2	Sox	Sox-F	High_mobility_group_box_F_(438841)	N/A	-
Pcan	XP_025109598.1	Sox	Sox-F	High_mobility_group_box_F_(438841)	N/A	-
Pcor	DN11375.c0.g1.i1.p1	Sox	Sox-F	High_mobility_group_box_F_(438841)	N/A	-
Pcor	DN29649.c0.g1.i3.p1	Sox	Sox-F	High_mobility_group_box_F_(438841)	N/A	-
Pcor	DN5688.c2.g1.i3.p1	Sox	Sox-F	High_mobility_group_box_F_(438841)	N/A	-
Pgen	DN144332.c0.g1.i1.p1	Sox	Sox-F	High_mobility_group_box_F_(438841)	N/A	-
Pmar	DN24748.c0.g1.i1.p1	Sox	Sox-F	High_mobility_group_box_F_(438841)	N/A	-
Pmax	XP_033738287.1	Sox	Sox-F	High_mobility_group_box_F_(438841)	N/A	-
Poku	DN41229.c1.g2.i1.p1	Sox	Sox-F	High_mobility_group_box_F_(438841)	N/A	-
Pstr	KAK3583243.1	Sox	Sox-F	High_mobility_group_box_F_(438841)	N/A	-
Pvir	s00137g284	Sox	Sox-F	High_mobility_group_box_F_(438841)	N/A	-
Pyes	XP_021378109.1	Sox	Sox-F	High_mobility_group_box_F_(438841)	N/A	-
Rdec	DN53443.c0.g1.i1.p1	Sox	Sox-F	High_mobility_group_box_F_(438841)	N/A	-
Rphi	XP_060559438.1	Sox	Sox-F	High_mobility_group_box_F_(438841)	N/A	-
Sbro	EVM0000861.1	Sox	Sox-F	High_mobility_group_box_F_(438841)	N/A	-
Scon	Chr8.897	Sox	Sox-F	High_mobility_group_box_F_(438841)	N/A	-
Sglo	Sgl005442	Sox	Sox-F	High_mobility_group_box_F_(438841)	N/A	-
Sgra	DN5013.c3.g1.i7.p1	Sox	Sox-F	High_mobility_group_box_F_(438841)	N/A	-
Airc	Contig1525.38	Sox	Sox-H	High_mobility_group_box_Sox-30_(438842)	N/A	-
Amar	Ama26724	Sox	Sox-H	High_mobility_group_box_Sox-30_(438842)	N/A	-
Apec	DN93182.c0.g1.i1.p1	Sox	Sox-H	High_mobility_group_box_Sox-30_(438842)	N/A	-
Apur	scaffold.768.3	Sox	Sox-H	High_mobility_group_box_Sox-30_(438842)	N/A	-
Cang	XP_052703370.1	Sox	Sox-H	High_mobility_group_box_Sox-30_(438842)	N/A	-
Cari	EVM0018164.1	Sox	Sox-H	High_mobility_group_box_Sox-30_(438842)	N/A	-
Cgig	XP_011415859.3	Sox	Sox-H	High_mobility_group_box_Sox-30_(438842)	N/A	-
Cpli	DN80002.c0.g1.i1.p1	Sox	Sox-H	High_mobility_group_box_Sox-30_(438842)	N/A	-
Csin	Hic.asm.15.1471	Sox	Sox-H	High_mobility_group_box_Sox-30_(438842)	N/A	-
Cvir	XP_022338738.1	Sox	Sox-H	High_mobility_group_box_Sox-30_(438842)	N/A	-
Dpol	XP_052226448.1	Sox	Sox-H	High_mobility_group_box_Sox-30_(438842)	N/A	-
Gaeg	XP_041370217.1	Sox	Sox-H	High_mobility_group_box_Sox-30_(438842)	N/A	-
Gaeg	XP_041369137.1	Sox	Sox-H	High_mobility_group_box_(438820)	N/A	-
Hbia	M00000001184	Sox	Sox-H	High_mobility_group_box_Sox-30_(438842)	N/A	-
Hruf	XP_046358520.2	Sox	Sox-H	High_mobility_group_box_Sox-30_(438842)	N/A	-
Mcal	XP_052099860.1	Sox	Sox-H	High_mobility_group_box_Sox-30_(438842)	N/A	-
Mcor	CAC5406014.1	Sox	Sox-H	High_mobility_group_box_Sox-30_(438842)	N/A	-
Medu	CAG2257203.1	Sox	Sox-H	High_mobility_group_box_Sox-30_(438842)	N/A	-
Mgal	VDI30824.1	Sox	Sox-H	High_mobility_group_box_Sox-30_(438842)	N/A	-
Mgal	VDI30823.1	Sox	Sox-H	High_mobility_group_box_Sox-30_(438842)	N/A	-
Mmar	MMAM00000015662	Sox	Sox-H	High_mobility_group_box_Sox-30_(438842)	N/A	-
Mmer	XP_053407277.1	Sox	Sox-H	High_mobility_group_box_Sox-30_(438842)	N/A	-
Mner	g125234.t1	Sox	Sox-H	High_mobility_group_box_Sox-30_(438842)	N/A	-
Mphi	scaf.12010.0.4	Sox	Sox-H	High_mobility_group_box_Sox-30_(438842)	N/A	-
Mphi	scaf.59202.0.9	Sox	Sox-H	High_mobility_group_box_Sox-30_(438842)	N/A	-
Obim	XP_052832677.1	Sox	Sox-H	High_mobility_group_box_Sox-30_(438842)	N/A	-
Oedu	XP_056006679.1	Sox	Sox-H	High_mobility_group_box_Sox-30_(438842)	N/A	-
Osin	XP_036368794.1	Sox	Sox-H	High_mobility_group_box_Sox-30_(438842)	N/A	-
Pcor	DN186456.c0.g1.i1.p1	Sox	Sox-H	High_mobility_group_box_Sox-30_(438842)	N/A	-
Pmar	DN40950.c1.g1.i2.p1	Sox	Sox-H	High_mobility_group_box_Sox-30_(438842)	N/A	-
Pmax	XP_033756818.1	Sox	Sox-H	High_mobility_group_box_Sox-30_(438842)	N/A	-
Poku	DN16718.c0.g1.i6.p1	Sox	Sox-H	High_mobility_group_box_Sox-30_(438842)	N/A	-
Ppur	DN7268.c0.g1.i11.p1	Sox	Sox-H	High_mobility_group_box_Sox-30_(438842)	N/A	-
Pstr	KAK3582760.1	Sox	Sox-H	High_mobility_group_box_Sox-30_(438842)	N/A	-
Pvir	s00451g108	Sox	Sox-H	High_mobility_group_box_Sox-30_(438842)	N/A	-
Pyes	XP_021340986.1	Sox	Sox-H	High_mobility_group_box_Sox-30_(438842)	N/A	-
Rdec	DN22482.c4.g1.i1.p1	Sox	Sox-H	High_mobility_group_box_Sox-30_(438842)	N/A	-
Rphi	XP_060578490.1	Sox	Sox-H	High_mobility_group_box_Sox-30_(438842)	N/A	-
Scon	Chr15.1899	Sox	Sox-H	High_mobility_group_box_(438820)	N/A	-
Sglo	Sgl010047	Sox	Sox-H	High_mobility_group_box_Sox-30_(438842)	N/A	-
Tsqu	DN874.c7.g1.i1.p1	Sox	Sox-H	High_mobility_group_box_Sox-30_(438842)	N/A	-
